feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
A00,0.1279420987345206,-0.05678473487675872,-0.32226420815664963,0.005368799115953187,-0.1412081809861131,0.07406394203554094,-0.15252682363283088,0.017300094317595556,0.1391676172781922,0.12074477016022477
A01,-0.1582889779601604,-0.046301465113816456,-0.08393437832859127,0.018799499859528744,0.22715103141094778,-0.005459529821538491,-0.17093090839126845,0.06788986269264363,-0.14845951687158404,0.16565768382585538
A02,-0.23127953839721413,-0.10199566809694045,0.19791841295722845,0.15691034856845665,-0.0984557929692962,0.04923542679998326,-0.06853099543461512,-0.2454150464726613,0.21988153083407594,-0.0059473261999159295
A03,-0.046228523895558364,-0.22310050457148584,0.07873001921645302,-0.03428323522558217,0.04776380587180379,0.1447896588161766,0.01997102276584322,0.016983480723771018,-0.054474716836931274,-0.044958068402643964
A04,0.23310643105611387,-0.07864383716118864,-0.12796938703711444,0.13910569417362884,0.06323794578877523,0.1538933341959484,-0.07158498334412083,0.12242599315501333,0.04423442180009352,-0.11423215243997094
A05,0.18080872997886865,-0.10139590664633949,-0.036896444672569584,0.11482887026461863,0.10326827309505808,0.06080313044596591,0.11016103958038104,0.09496500425951182,0.18125030101818068,0.09560023120209027
A06,0.019229284873916487,-0.05355416739346939,0.0392666279241763,0.07140875747433537,-0.13542863185121362,0.12346508041642683,-0.026454792500880925,0.007845603302565708,0.11382865106769363,-0.1047902740891265
A07,-0.1646035520749492,0.043282882931477654,-0.04043348525243182,-0.06640890513442411,-0.061430273185884336,0.2547205212848602,0.16968307178352224,0.01914453619984228,-0.0886647751830212,-0.00031982209112170273
A08,0.029746589570285538,-0.07273705928513546,0.0442054662011919,0.042998988668857326,-0.22970085936093992,-0.024266870035104502,-0.17864583967433037,0.10775823032825643,-0.27887353133781984,-0.052702137736236394
A09,-0.05059255553862844,0.13438105853980048,-0.03667317192765678,-0.07187583384774043,-0.13779366960514738,0.10733935750314991,0.07755497536647277,0.08137205731124285,-0.09471091068095129,-0.06002963479962609
A10,-0.04308530016007611,0.15479372283787643,-0.059191711463595295,-0.18419099376210565,-0.11938270311319789,-0.25147397880352207,-0.14709601401211006,0.0811037694711858,0.11688852604756358,0.06329491794560307
A11,-0.058591501401952115,-0.009134602870902082,0.11983132673762009,0.03171228210596754,-0.07093422049743855,0.15401784974732563,0.16127599223523964,0.04698452102807398,0.04810633294936281,0.11755383072884526
A12,-0.15002948658766785,0.18603599385471548,-0.08406684879923046,-0.006479991237970786,-0.02207985067647046,0.05410285677682583,-0.045942251859989416,0.0654289739478109,0.013866740177682182,0.2221556375014028
A13,-0.20294388931022903,0.013262642210438807,-0.11811506430612687,0.21788459860342918,-0.23177022013696746,-0.03750642184755607,0.0872360026916857,0.15149518240890347,-0.02977352769054295,-0.13548906919771966
A14,0.033074694958995725,0.04772304426298359,-0.019051945326227865,-0.14098812873926853,-0.017387558888100948,-0.06771787680901165,-0.07385454080935053,0.14762325176000948,0.08767994133741404,-0.07772753988382046
A15,0.011800022681529779,-0.025881325206436403,-0.19034420085949974,-0.022781649226291868,-0.13852988121195814,-0.14711012218907726,0.07299989795001767,0.006250333425202394,0.08308348848404364,-0.09627160355107871
A16,0.06671170763596147,0.07638511517329644,-0.05789812341325216,0.05203369140822745,0.09319196668947141,-0.055551614444008086,-0.16573322292385761,-0.3264931667364353,0.08677268936957018,0.18787499602425312
A17,-0.14433622173599683,-0.16194430312686872,0.0367628915987579,-0.3099634360510578,0.06718125413445425,0.05504034571823906,-0.15116828628528953,-0.05452260859724976,0.04527357244369994,-0.11744320534733872
A18,0.01776933867994689,0.06573778016469613,0.0901292577288667,0.23728686350079997,0.050647392470427904,0.11118058601621061,0.1180816530102019,-0.11643852517186244,0.07914647840993781,0.020120776597476433
A19,-0.06249902761678151,0.004121185137980724,0.004851261976013517,0.014029092618622018,-0.14979615469287952,-0.2556461553117716,0.11805056597896797,-0.20926099568379172,-0.28099174099323526,0.11355401762991234
A20,0.1702867883774462,0.04480698103827809,0.011792957187907273,0.11354683942070332,0.04849339484913985,0.06382576678634248,0.14655439730156694,0.06801461926522386,0.030400393041772538,0.10149189991854654
A21,0.05695961790939768,0.16884338652433928,0.12120705739151638,-0.10707795820431182,-0.1294233677683128,0.12950544548554352,0.0020615478526742476,-0.09653277656933933,-0.061955857544221005,0.12164720763363548
A22,0.07908756690635664,-0.19861284290917777,0.02470680766934631,0.12696088606793976,-0.17526005281042017,-0.09406640535899488,-0.04889396674633472,-0.04831771106407053,0.019424820405735836,-0.0011306713764425355
A23,0.14572568993934448,0.10776161843847873,-0.27716861895679706,-0.16444105171211226,-0.06521307365841277,0.11262168497489708,-0.053482902358724216,-0.05013372094555303,-0.19468596590788653,-0.036028290754118064
A24,-0.0041338045908686045,-0.19463090311585976,0.12817616023853434,0.1929804038345026,0.014371311683169493,-0.043713775716764366,-0.006777437947391166,0.04287751798422686,-0.004131235968540655,-0.07352428252437981
A25,-0.009030511387955928,-0.24422583090176286,-0.2022883588817559,0.05669173822089699,-0.15807969550989504,0.08713759363664346,0.11781189093972516,-0.012762448864328809,-0.10464006682184955,0.0291336036336982
A26,0.09537224846345539,-0.06543983000073461,0.048937599674796814,0.13301628570591445,0.10157975669916085,0.2859029955415385,-0.22378818415715013,0.09723335197987934,0.15899566871531967,0.1749216274747259
A27,-0.11287750962044013,-0.24416651426577884,-0.14497130770036987,-0.21006197131297477,0.090568962870724,-0.017470696357117267,0.18324652029096328,-0.029020118066002187,0.23371113893501716,0.015197270562017683
A28,0.28062166979301245,-0.16669720198928126,0.02910732690881876,-0.1451823421003247,0.0912867446755948,-0.0722947118461249,0.19193536929291452,-0.12925710073327468,-0.08993265462840946,0.1374310459280672
A29,0.14406827954241372,-0.16773705989170817,-0.10753450163359153,-0.0025670320468958174,-0.0936734080354888,0.04387467921850483,-0.11990896644140413,0.047803701467772124,-0.08277193271415707,0.2187405692646476
A30,0.05556935991265979,-0.25106145790693835,0.05607395670823406,-0.11236033153227132,-0.015066393065437559,-0.19024778270326695,-0.009719473896662143,-0.02148779530114344,0.23659214625094613,-0.00719612898097665
A31,0.2885062615418659,0.2802003659596408,0.055433412826437184,-0.0615933490070719,0.01620839993839129,-0.08566194112814372,-0.1021709137976716,-0.06332103008218663,-0.010316587630508326,-0.139865469516995
A32,0.18951330603362354,-0.10853071325226654,-0.01148477775474213,-0.26041180610659204,0.15813664260192747,0.07866555549438578,-0.02591852203229791,0.03170645217632452,0.005659008151254177,-0.0890808365163643
A33,0.12408270717792698,-0.13379835001760781,0.14267369227047674,-0.009646614678035126,-0.07802211731301639,-0.058995595987065795,-0.056405580980089354,0.046946540783055636,-0.11477020754571131,-0.15026815995395212
A34,-0.11593588274394194,-0.014296105009079036,0.13006410171593735,-0.00754909421474239,0.17306322356353343,-0.02337996499992538,-0.10712088219666924,-0.16993977902634286,-0.1491576599681293,0.06904190254273773
A35,-0.008638022114881686,-0.02638511249354026,0.24977737157376623,-0.13135724650204617,0.08123811475637614,0.2086453029649907,0.25001225822576273,0.07404897716792662,-0.03815150016081933,0.03892976304759545
A36,0.1484938212300577,0.12890478128497015,-0.018676970355060045,-0.144155803753372,0.12287184171887514,-0.014184558424275186,-0.23306683044534032,0.20030084305295573,0.047099664505222606,-0.048932607094989505
A37,-0.053270721508817065,0.012684806978936137,-0.013314602559501326,-0.08890137261823093,-0.14403766527630107,-0.013267102617780514,0.05521403596554424,0.1885170454368968,-0.0799635234617427,0.05094672654091259
A38,0.004003259172619183,0.11666465613730811,0.014052029604695225,0.10837061615876817,0.0388176000174819,-0.0027406325218400415,0.038604122010828974,0.22117008539392857,0.045867727134657685,0.10035373482432527
A39,0.0019421318513512481,-0.12207099873391666,-0.07091721470625528,-0.29042104090548376,-0.09231057461486959,0.09273975264616667,-0.26336829822552593,-0.18674235896489474,-0.03646559070717154,0.03870816756738141
A40,0.1964019875164555,-0.23448873704884385,0.143708121394498,-0.09397624327747114,-0.06960811463786101,0.03006839452341306,0.00482509456542142,0.0486941606982967,0.08435879043555246,0.17285027656491633
A41,-0.11706580530494005,-0.06132352968062525,-0.1503883472641648,0.22463573745760432,0.27593779472725183,0.055306257287691694,-0.07376357885422109,-0.11988315022438029,-0.2185178558958017,-0.1335905136732211
A42,0.21521597199423229,0.0845387318852581,-0.006096610681831361,-0.029376419038945903,0.09306866517191854,-0.10029766283566761,0.2771794140038034,0.03959467278415226,-0.22349298352218674,0.16872468878380736
A43,-0.008914847847866964,0.14803714004543275,-0.15283984696161507,-0.03597076623313254,0.2367816860395023,0.05660274704224665,0.12333486349669798,-0.15370767256044268,0.110164206404392,0.11186152452793861
A44,-0.19354297650111682,0.037233399153506354,-0.23806633798441468,-0.08431061274535832,-0.0755187530703059,-0.013171239580629055,0.0823476005417971,-0.011028423032357114,0.2592272420013202,-0.10838091361905364
A45,0.22513185550342252,-0.0007039302784246818,0.003113529062825422,0.17825320619030188,-0.17970851675494812,-0.023964903017402103,0.03492578953833812,-0.20025503644531176,0.05530796611897189,0.05507206407417656
A46,-0.10623048161725628,-0.12999131940748856,0.16634878192461072,0.016606425910380588,-0.0597882163829306,-0.041016382841601834,-0.056848242664766374,0.018936227420392485,0.0343059637903964,-0.02006919688568887
A47,0.07108345395711593,0.11747646375562104,-0.029709036438256176,0.1154579997294109,-0.061187962596759786,-0.17419199114909695,0.07374604696321188,-0.2060482698033845,0.09321554926661273,0.03238444605330563
A48,0.04493742261625769,-0.12493980902425927,0.0597684480389495,0.030077476576969367,0.022793962759190607,0.2379075274699982,-0.054958868663947814,0.029181971998114134,-0.22371058582676376,0.044725255787855876
A49,0.022740961591088196,-0.007577474611081925,0.07466833917309937,-0.07529948085894761,-0.17443881968025104,0.11033036717221828,-0.005152105778495727,0.1467770446787776,-0.05825338595461475,-0.21259474078521515
A50,-0.19868418472360289,0.13729036955440083,0.2925125218118803,-0.19842899162239658,0.1442614353756122,-0.051680992075009764,0.04245514741283728,0.031150948650710993,-0.03308252349734314,-0.043083582404025024
A51,0.14071196449202075,0.006003087219411013,0.16805970189564154,-0.07849885894648598,-0.016869485091588494,0.06433143807015447,0.11662617377141116,-0.14810911570228644,0.027561745337551645,-0.17938377731439153
A52,-0.04891943091701546,-0.1589366588447131,0.01994921712717964,0.013986953690501874,0.06699215023393323,-0.4061528723241301,-0.042193560280089665,0.19986322620203661,-0.2153152453763558,0.2055906679566017
A53,-0.06940882756607862,0.008063007367338861,-0.16378012543337025,0.04345840768116036,0.04331202601774005,0.1840682234471746,-0.00671400147258779,-0.1357249334247827,-0.20252824716303522,0.058498398791737106
A54,0.04224556127129045,-0.09726914383116987,0.06883929558004095,0.10950249670171944,0.20552814072269934,-0.09809364637871937,-0.1271033614638486,-0.11734351088710367,-0.08833040681768045,-0.24986661217602263
A55,0.06457430497706358,0.0713564143057721,-0.018581612236965528,0.2300049048743055,0.23877396462388042,-0.11670982518707432,-0.14221544310176779,0.21727522854068942,0.08082097308152011,-0.17189323252217736
A56,-0.03756557577459062,-0.04313091229346293,0.024731995373843227,-0.04830611447262091,-0.06802623652747888,-0.005691148351224647,-0.04437739366348358,-0.22919443266403744,0.012189789292301632,0.04650613437834713
A57,0.02807780085132245,0.03686586814023061,0.11700157640056898,0.07903338085704625,-0.15151823877206821,0.1099750837955502,-0.13735409043527746,0.03718329855970584,-0.0434486332149344,-0.07005307177562481
A58,0.0323610009493263,0.047350001794963056,0.00038355946717605284,0.016903834776315234,0.026323427078336983,0.016786700972772815,0.14352686586758084,0.030583762870825922,0.09584564154376454,-0.03341088318857403
A59,0.008030319552803446,0.08540778178847158,-0.13709698908827736,-0.06774413846500726,0.07342588537752645,0.16000114218063874,0.026152467629521895,-0.019857011408259857,-0.07589729159235381,-0.139915172793761
A60,0.08974011511176301,-0.04517212573288661,0.0160123457226724,-0.051976171870889265,0.11281482882365211,-0.11601160157228228,0.24059434818826483,0.10985442534956091,0.01763034867153595,-0.11747623747630176
A61,-0.17991129471091064,-0.10310785653907159,-0.007440212433637377,0.010173127110813774,0.1448778488131908,0.02253770473722829,-0.0674102527896911,0.17507324912244518,0.07464156374980059,0.32596312894462715
A62,-0.03308591674173211,-0.015590761137591724,-0.013877328675762829,0.007430579492588903,-0.09911861864728602,-0.0005258171375241627,0.09840005199971795,0.16447117212117943,-0.014270940614062474,0.15616986680630096
A63,0.07136726774540701,0.23534392158545878,0.3053276188601988,-0.00040420907698159123,-0.1482168629111223,0.05603226180055646,-0.1849351840453696,0.030528105188622805,0.0861798846825643,0.23217945237899357
